dev_category,developer_friendly_name,variable_name,api_data_type,label,value,label_2,scorecard_y_n,source,notes
completion,completion_cohort_4yr_150nt,D150_4,integer,,,,,IPEDS,"The number of full-time, first-time, degree/certificate-seeking undergraduates used by the institution to calculate completion rate within 150 percent of normal time, included in the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is based on the number of full-time, first-time, degree/certificate-seeking undergraduates who initially enrolled in the fall term (for institutions that primarily follow an academic year calendar system) or any time during the academic year (for institutions that primarily follow a continuous enrollment or program-based calendar system). Institutions may exclude undergraduates who left the institution due to death, total and permanent disability, active military duty, service in the Peace Corps or other federal foreign aid program, or service on an official church mission (http://nces.ed.gov/ipeds/glossary/index.asp?searchtype=term&keyword=adjusted+cohort). The entering class used in this metric depends on the highest degree offered by the institution (see ICLEVEL). Four-year institutions use undergraduates who started at the institution 6 years earlier. Less-than-4-year institutions use undergraduates who started at the institution 3 years earlier. Pooled figures include two cohorts of students."
completion,completion_cohort_less_than_4yr_150nt,D150_L4,integer,,,,,IPEDS,
completion,completion_cohort_4yr_150nt_pooled,D150_4_POOLED,integer,,,,,IPEDS,
completion,completion_cohort_less_than_4yr_150nt_pooled,D150_L4_POOLED,integer,,,,,IPEDS,
completion,completion_rate_4yr_150_white,C150_4_WHITE,float,,,,,IPEDS,"The proportion of White full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). 
Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_black,C150_4_BLACK,float,,,,,IPEDS,"The proportion of Black or African American full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_hispanic,C150_4_HISP,float,,,,,IPEDS,"The proportion of Hispanic full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_asian,C150_4_ASIAN,float,,,,,IPEDS,"The proportion of Asian full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_aian,C150_4_AIAN,float,,,,,IPEDS,"The proportion of American Indian/Alaska Native full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_nhpi,C150_4_NHPI,float,,,,,IPEDS,"The proportion of Native Hawaiian/Pacific Islander full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_2ormore,C150_4_2MOR,float,,,,,IPEDS,"The proportion of two or more races full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_nonresident.alien,C150_4_NRA,float,,,,,IPEDS,"The proportion of non-resident alien full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_race.unknown,C150_4_UNKN,float,,,,,IPEDS,"The proportion of race unknown full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_white_pre2010,C150_4_WHITENH,float,,,,,IPEDS,"The proportion of White non-Hispanic full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_black_pre2010,C150_4_BLACKNH,float,,,,,IPEDS,"The proportion of Black non-Hispanic full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of undergraduates who completed a degree or certificate divided by the number of undergraduates in the corresponding completion rate cohort. For bachelor’s degree-seeking undergraduates, 150 percent of normal time is 6 years, and for associate’s degree-seeking undergraduates it is 3 years. For certificate-seeking undergraduates, the normal time period varies (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008–09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011–12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008–09, 2009–10, and 2010–11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
completion,completion_rate_4yr_150_api_pre2010,C150_4_API,float,,,,,IPEDS,Not after 2009 (2009 transition year)
completion,completion_rate_4yr_150_aian_pre2010,C150_4_AIANOld,float,,,,,IPEDS,
completion,completion_rate_4yr_150_hispanic_pre2010,C150_4_HISPOld,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_white,C150_L4_WHITE,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_black,C150_L4_BLACK,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_hispanic,C150_L4_HISP,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_asian,C150_L4_ASIAN,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_aian,C150_L4_AIAN,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_nhpi,C150_L4_NHPI,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_2ormore,C150_L4_2MOR,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_nonresident.alien,C150_L4_NRA,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_race.unknown,C150_L4_UNKN,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_white_pre2010,C150_L4_WHITENH,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_black_pre2010,C150_L4_BLACKNH,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_api_pre2010,C150_L4_API,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_aian_pre2010,C150_L4_AIANOld,float,,,,,IPEDS,
completion,completion_rate_l4yr_150_hispanic_pre2010,C150_L4_HISPOld,float,,,,,IPEDS,
student,retention_rate.four_year.full_time,RET_FT4,float,,,,true,IPEDS,"The proportion of full-time, first-time, degree/certificate-seeking undergraduates who were enrolled at the institution in the fall 1 year after starting at the institution, calculated from the IPEDS Fall Enrollment component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. The retention rate is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates enrolled in the fall term of the current academic year divided by the number of full-time, first-time, degree/certificate-seeking undergraduates enrolled in the fall of the prior academic year. This metric is not available prior to the 2004–05 academic year. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
student,retention_rate.lt_four_year.full_time,RET_FTL4,float,,,,true,IPEDS,
student,retention_rate.four_year.part_time,RET_PT4,float,,,,true,IPEDS,"The proportion of part-time, first-time, degree/certificate-seeking undergraduates who were enrolled at the institution in the fall 1 year after starting at the institution, calculated from the IPEDS Fall Enrollment component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. The retention rate is calculated as the number of part-time, first-time, degree/certificate-seeking undergraduates enrolled in the fall term of the current academic year divided by the number of part-time, first-time, degree/certificate-seeking undergraduates enrolled in the fall of the prior academic year. This metric is not available prior to the 2004–05 academic year. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent.
"
student,retention_rate.lt_four_year.part_time,RET_PTL4,float,,,,true,IPEDS,
aid,federal_loan_rate,PCTFLOAN,float,,,,true,IPEDS,"The proportion of undergraduates who received a federal loan in the academic year, calculated from values from the IPEDS Student Financial Aid component. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent. This metric is not available prior to the 2009–10 academic year.
"
student,share_25_older,UG25abv,float,,,,true,IPEDS,The proportion of undergraduates who are aged 25 or older
repayment,2_yr_default_rate,CDR2,float,,,,,FSA,"A 2-year cohort default rate is the percentage of a school's borrowers who enter repayment on certain Federal Family Education Loan (FFEL) Program or William D. Ford Federal Direct Loan (Direct Loan) Program loans during a particular federal fiscal year (FY), October 1 to September 30, and default or meet other specified conditions prior to the end of the first following fiscal year. Please refer to the Cohort Default Rate Guide for a more in-depth description of cohort default rates and how the rates are calculated."
repayment,3_yr_default_rate,CDR3,float,,,,,FSA,"A 3-year cohort default rate is the percentage of a school's borrowers who enter repayment on certain Federal Family Education Loan (FFEL) Program or William D. Ford Federal Direct Loan (Direct Loan) Program loans during a particular federal fiscal year (FY), October 1 to September 30, and default or meet other specified conditions prior to the end of the second following fiscal year. Please refer to the Cohort Default Rate Guide for a more in-depth description of cohort default rates and how the rates are calculated."
completion,title_iv.died_by.2yrs,DEATH_YR2_RT,float,,,,,NSLDS,
completion,title_iv.completed_by.2yrs,COMP_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.transf_completed_4yr_by.2yrs,COMP_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.transf_completed_2yr_by.2yrs,COMP_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.withdrawn_by.2yrs,WDRAW_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.transf_withdrawn_4yr_by.2yrs,WDRAW_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.transf_withdrawn_2yr_by.2yrs,WDRAW_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.still_enrolled_by.2yrs,ENRL_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.transf_still_enrolled_4yr_by.2yrs,ENRL_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.transf_still_enrolled_2yr_by.2yrs,ENRL_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.unknown_by.2yrs,UNKN_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.transf_unknown_4yr_by.2yrs,UNKN_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.transf_unknown_2yr_by.2yrs,UNKN_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.died_by.2yrs,LO_INC_DEATH_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.completed_by.2yrs,LO_INC_COMP_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.transf_completed_4yr_by.2yrs,LO_INC_COMP_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.transf_completed_2yr_by.2yrs,LO_INC_COMP_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.withdrawn_by.2yrs,LO_INC_WDRAW_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.transf_withdrawn_4yr_by.2yrs,LO_INC_WDRAW_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.transf_withdrawn_2yr_by.2yrs,LO_INC_WDRAW_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.still_enrolled_by.2yrs,LO_INC_ENRL_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.transf_still_enrolled_4yr_by.2yrs,LO_INC_ENRL_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.transf_still_enrolled_2yr_by.2yrs,LO_INC_ENRL_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.unknown_by.2yrs,LO_INC_UNKN_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.transf_unknown_4yr_by.2yrs,LO_INC_UNKN_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.low_inc.transf_unknown_2yr_by.2yrs,LO_INC_UNKN_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.died_by.2yrs,MD_INC_DEATH_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.completed_by.2yrs,MD_INC_COMP_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.transf_completed_4yr_by.2yrs,MD_INC_COMP_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.transf_completed_2yr_by.2yrs,MD_INC_COMP_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.withdrawn_by.2yrs,MD_INC_WDRAW_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.transf_withdrawn_4yr_by.2yrs,MD_INC_WDRAW_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.transf_withdrawn_2yr_by.2yrs,MD_INC_WDRAW_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.still_enrolled_by.2yrs,MD_INC_ENRL_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.transf_still_enrolled_4yr_by.2yrs,MD_INC_ENRL_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.transf_still_enrolled_2yr_by.2yrs,MD_INC_ENRL_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.unknown_by.2yrs,MD_INC_UNKN_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.transf_unknown_4yr_by.2yrs,MD_INC_UNKN_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.mid_inc.transf_unknown_2yr_by.2yrs,MD_INC_UNKN_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.died_by.2yrs,HI_INC_DEATH_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.completed_by.2yrs,HI_INC_COMP_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.transf_completed_4yr_by.2yrs,HI_INC_COMP_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.transf_completed_2yr_by.2yrs,HI_INC_COMP_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.withdrawn_by.2yrs,HI_INC_WDRAW_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.transf_withdrawn_4yr_by.2yrs,HI_INC_WDRAW_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.transf_withdrawn_2yr_by.2yrs,HI_INC_WDRAW_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.still_enrolled_by.2yrs,HI_INC_ENRL_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.transf_still_enrolled_4yr_by.2yrs,HI_INC_ENRL_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.transf_still_enrolled_2yr_by.2yrs,HI_INC_ENRL_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.unknown_by.2yrs,HI_INC_UNKN_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.transf_unknown_4yr_by.2yrs,HI_INC_UNKN_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.high_inc.transf_unknown_2yr_by.2yrs,HI_INC_UNKN_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.died_by.2yrs,DEP_DEATH_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.completed_by.2yrs,DEP_COMP_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.transf_completed_4yr_by.2yrs,DEP_COMP_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.transf_completed_2yr_by.2yrs,DEP_COMP_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.withdrawn_by.2yrs,DEP_WDRAW_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.transf_withdrawn_4yr_by.2yrs,DEP_WDRAW_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.transf_withdrawn_2yr_by.2yrs,DEP_WDRAW_2YR_TRANS_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.still_enrolled_by.2yrs,DEP_ENRL_ORIG_YR2_RT,float,,,,,NSLDS,
completion,title_iv.depend.transf_still_enrolled_4yr_by.2yrs,DEP_ENRL_4YR_TRANS_YR2_RT,float,,,,,NSLDS,
